3653.00	11.11	296.80	76.57	76.82	50.00	102.38	24.80	355.02	98.00	798.0	0.6540	4.25	245.68
3650.00	7.94	458.60	91.05	89.43	60.00	105.60	31.18	287.95	89.60	795.0	0.6822	3.72	294.59
3650.00	9.53	452.80	97.79	98.18	66.00	105.49	40.51	402.79	85.50	795.0	0.6822	5.17	282.24
3650.00	12.70	437.30	103.11	105.98	74.00	105.47	51.38	654.56	93.80	795.0	0.6822	8.40	280.56
3650.00	14.29	426.20	107.06	106.77	75.00	105.42	52.76	742.11	92.30	795.0	0.6822	9.64	292.24
3650.00	15.87	414.00	109.78	109.39	75.00	105.36	55.51	846.82	87.70	795.0	0.6822	10.93	284.08
3650.00	14.29	414.80	108.63	108.64	74.00	105.35	53.13	720.27	96.30	795.0	0.6822	9.33	289.18
3650.00	11.11	424.50	100.13	102.25	70.00	105.37	44.88	497.16	88.20	795.0	0.6822	6.42	287.52
3653.00	9.53	403.40	111.38	111.61	64.00	104.42	42.44	366.22	88.80	788.9	0.6840	4.59	254.84
3653.00	11.11	399.20	121.68	123.62	68.00	104.42	49.18	470.29	87.40	788.9	0.6840	5.83	243.23
0	14.29	0	107.56	106.77	69.00	0	52.22	601.50	90.80	788.4	0.6847	7.28	219.04
3572.00	6.35	341.50	106.00	114.70	25.00	104.90	26.50	148.20	94.80	780.0000	0.6620	0	270.0000
3572.00	9.53	330.00	105.90	103.80	31.00	104.70	38.50	304.63	94.80	780.0000	0.6620	0	251.0000
3572.00	11.11	316.00	108.90	108.70	37.00	104.60	45.00	389.86	103.60	780.0000	0.6620	0	236.0000
3572.00	12.70	301.60	101.70	108.40	37.00	104.50	48.20	472.62	98.00	780.0000	0.6620	0	217.0000
3588.50	7.94	359.90	100.20	100.20	57.00	105.10	33.20	235.78	97.60	792.00	0.68	0	200.0000
3588.50	9.53	346.90	98.90	98.80	62.00	104.88	39.00	326.31	95.50	792.00	0.68	0	180.0000
3588.50	11.11	330.50	94.50	93.10	66.00	104.50	43.30	415.32	90.30	792.00	0.68	0	169.0000
3588.50	12.70	314.20	96.90	97.00	68.00	104.00	47.80	489.67	92.00	792.00	0.68	0	160.0000
3588.50	14.29	297.50	98.20	98.30	68.00	103.40	51.20	554.81	93.20	792.00	0.68	0	156.0000
3588.50	12.70	306.90	97.20	97.60	67.00	103.76	48.20	490.36	92.50	792.00	0.68	0	153.0000
0	9.53	0	100.37	100.26	58.00	0	37.54	285.00	92.90	781.00	0.67	0	152.0000
3478.50	9.53	347.00	93.85	94.36	57.00	106.51	35.29	347.86	87.90	779.80	0.67	0	152.0000
3478.50	11.11	342.00	94.36	94.18	60.00	106.48	40.52	448.20	87.90	779.80	0.67	0	138.0000
0	12.70	0	102.14	102.23	66.00	0	48.37	479.10	93.00	776.70	0.67	0	131.0000
3640.50	6.35	403.00	105.38	105.95	47.00	104.00	22.45	182.45	102.40	784.00	0.68	0	212.0000
3640.50	9.53	396.60	108.49	108.12	59.00	107.07	36.27	383.72	97.00	792.00	0.68	0	194.0000
3640.50	11.11	390.00	107.79	108.50	62.00	105.00	42.72	498.60	103.70	792.00	0.68	0	187.0000
3640.50	12.70	384.40	110.17	110.19	64.00	104.90	47.99	612.21	103.80	792.00	0.68	0	180.0000
3667.00	7.94	362.80	95.60	95.34	49.00	105.54	26.44	243.22	93.10	787.00	0.67	0	198.0000
3667.00	9.53	359.30	96.60	97.32	55.00	105.57	33.69	353.22	92.80	787.00	0.67	0	174.0000
3667.00	11.11	354.00	98.95	40.74	60.00	105.56	39.67	451.48	94.80	787.00	0.67	0	171.0000
3667.00	12.70	348.10	100.10	45.06	64.00	105.51	44.07	537.87	95.20	787.00	0.67	0	165.0000
3667.00	14.29	340.00	102.23	47.85	66.00	105.44	48.17	653.03	96.00	787.00	0.67	0	162.0000
3670.00	12.70	336.30	102.40	102.29	65.10	105.04	44.74	503.75	95.80	778.80	0.67	0	140.0000
3668.50	9.53	340.00	94.02	94.20	59.00	104.85	33.51	338.63	88.80	782.53	0.66	0	154.0000
3668.50	11.11	334.00	95.51	95.88	61.00	104.83	39.29	432.74	88.10	782.53	0.66	0	141.0000
3668.50	12.70	326.00	94.89	95.52	64.00	104.74	42.91	514.10	88.80	782.53	0.66	0	139.0000
3668.50	14.29	318.00	97.27	95.52	66.00	104.64	46.72	608.78	88.90	782.53	0.66	0	132.0000
3424.50	6.35	316.10	101.82	101.92	24.20	106.20	23.66	128.37	101.80	780.00	0.65	0	241.0000
3424.50	9.53	281.50	103.87	103.97	35.50	106.40	36.56	244.58	103.60	780.00	0.65	0	216.0000
3424.50	11.11	257.90	103.06	103.45	42.30	106.47	42.63	295.81	102.60	792.00	0.65	0	191.0000
3424.50	12.70	236.50	104.28	104.34	47.80	106.40	48.02	330.50	103.90	785.00	0.65	0	177.0000
3424.50	14.30	221.20	104.43	104.62	50.60	106.70	50.58	346.70	104.00	777.00	0.65	0	164.0000
3437.00	7.50	305.56	100.80	99.70	40.00	106.50	25.90	162.15	99.80	782.00	0.68	0	219.0000
3437.00	7.94	298.69	100.60	100.60	48.00	106.60	28.50	189.82	99.80	782.00	0.68	0	218.0000
3437.00	9.53	278.23	100.60	100.60	54.00	106.60	36.30	250.43	100.10	782.00	0.68	0	200.0000
3437.00	11.11	256.21	101.20	101.20	54.00	106.50	41.00	305.59	100.10	782.00	0.68	0	161.0000
3437.00	12.70	234.19	101.30	101.60	56.00	106.40	46.20	344.29	100.30	782.00	0.68	0	157.0000
3437.00	14.29	216.90	101.40	100.20	57.00	106.43	49.70	360.23	100.70	782.00	0.68	0	154.0000
3440.00	7.94	174.00	92.05	90.95	44.00	102.55	25.94	145.68	90.00	770.10	0.57	0	180.0000
3440.00	7.94	228.46	92.59	92.64	42.00	102.51	25.81	145.72	90.40	770.10	0.57	0	178.0000
3440.00	7.94	228.10	92.63	94.15	43.00	102.07	26.24	144.77	90.70	770.10	0.57	0	180.0000
3277.80	6.35	382.50	101.90	104.10	26.50	106.20	25.90	168.59	101.50	781.00	0.67	0	224.0000
3277.80	9.53	373.70	103.80	103.50	39.00	106.40	40.10	354.22	101.50	186.00	0.67	0	199.0000
3277.80	11.11	365.70	103.60	102.90	45.30	106.47	46.10	460.41	103.20	790.00	0.67	0	201.0000
3277.80	12.70	354.50	104.10	103.80	50.30	106.40	50.50	569.07	102.70	787.00	0.67	0	191.0000
3277.80	14.30	345.90	105.80	104.00	53.50	106.70	54.00	648.10	103.10	787.00	0.67	0	192.0000
3276.00	7.50	370.04	95.00	95.40	56.00	104.98	30.40	246.61	94.30	785.00	0.67	0	222.0000
3276.00	9.53	364.68	94.90	94.90	62.00	105.18	37.50	350.09	93.50	785.00	0.67	0	212.0000
3276.00	11.11	357.12	97.00	96.90	66.00	105.24	43.70	452.11	95.30	785.00	0.67	0	204.0000
3276.00	12.70	347.44	95.70	95.80	70.00	105.23	47.90	562.20	94.20	785.00	0.67	0	198.0000
3276.00	14.30	337.88	99.80	99.30	70.00	105.16	52.10	653.25	98.50	785.00	0.67	0	186.0000
3284.00	7.94	335.20	88.70	89.00	51.00	104.68	27.20	215.34	89.70	782.00	0.66	0	201.0000
3284.00	9.53	328.10	91.20	91.40	59.10	104.84	35.70	312.61	88.90	782.00	0.66	0	182.0000
3284.00	11.11	318.00	98.00	98.90	63.30	104.85	42.50	409.23	91.00	782.00	0.66	0	165.0000
3284.00	12.70	307.80	98.60	97.20	65.00	104.78	46.30	479.09	94.40	782.00	0.66	0	153.0000
3284.00	14.29	293.60	98.50	98.40	66.90	104.63	50.50	568.50	94.00	782.00	0.66	0	147.0000
3288.60	7.94	309.10	92.60	92.70	51.00	104.40	28.10	215.80	89.90	779.60	0.67	0	182.0000
3288.60	11.11	293.90	93.10	93.30	60.00	104.60	41.30	387.68	90.80	779.60	0.67	0	145.0000
3289.80	9.53	271.00	95.95	94.64	56.00	103.90	36.16	264.30	94.00	772.60	0.67	0	139.0000
